"uniprotkb_canonical_ac","status","gene_name","reviewed_isoforms","unreviewed_isoforms"
"B2RNN3-1","reviewed","C1QTNF9B","B2RNN3-1","A0A0C4DFX8-1"
"B2RNN3-1","reviewed","C1QTNF9B","B2RNN3-2",""
"H7C2G1-1","unreviewed","","","H7C2G1-1"
"Q96C11-1","reviewed","FGGY","Q96C11-2","C9J015-1"
"Q96C11-1","reviewed","FGGY","Q96C11-3","F2Z2V1-1"
"Q96C11-1","reviewed","FGGY","Q96C11-4","J3QKV9-1"
"Q96C11-1","reviewed","FGGY","Q96C11-5","A0A0U1RRI8-1"
"Q96C11-1","reviewed","FGGY","Q96C11-6","A0A0U1RRB9-1"
"Q96C11-1","reviewed","FGGY","Q96C11-1","A0A0U1RQJ1-1"
"Q96C11-1","reviewed","FGGY","","A0A0U1RQS3-1"
"Q96C11-1","reviewed","FGGY","","A0A0U1RR53-1"
"P32297-2","reviewed","CHRNA3","P32297-1",""
"P32297-2","reviewed","CHRNA3","P32297-2",""
"P32297-2","reviewed","CHRNA3","P32297-3",""
"P32298-1","reviewed","GRK4","P32298-1","D6REW5-1"
"P32298-1","reviewed","GRK4","P32298-2",""
"P32298-1","reviewed","GRK4","P32298-3",""
"P32298-1","reviewed","GRK4","P32298-4",""
"O43670-1","reviewed","ZNF207","O43670-1","J3KRW6-1"
"O43670-1","reviewed","ZNF207","O43670-2","J3KTL1-1"
"O43670-1","reviewed","ZNF207","O43670-3","J3KRB6-1"
"O43670-1","reviewed","ZNF207","O43670-4","J3KS31-1"
"O43670-1","reviewed","ZNF207","","J3QRS9-1"
"O43670-1","reviewed","ZNF207","","J3QS27-1"
"O43670-1","reviewed","ZNF207","","X6R4W8-1"
"O43670-1","reviewed","ZNF207","","H0Y3M2-1"
"A0A075B6K0-1","reviewed","IGLV3-16","A0A075B6K0-1",""
"A0A075B6K6-1","reviewed","IGLV4-3","A0A075B6K6-1",""
"A0A075B6K5-1","reviewed","IGLV3-9","A0A075B6K5-1",""
"O43676-1","reviewed","NDUFB3","O43676-1","C9JKQ2-1"
"O43679-1","reviewed","LDB2","O43679-1","E7EX95-1"
"O43679-1","reviewed","LDB2","O43679-2","H0YA09-1"
"O43679-1","reviewed","LDB2","O43679-3","G5E9Y7-1"
"O43679-1","reviewed","LDB2","","D6RAT1-1"
"O43679-1","reviewed","LDB2","","E9PFI4-1"
"O43679-1","reviewed","LDB2","","E9PGU0-1"
"O43678-1","reviewed","NDUFA2","O43678-1",""
"O43678-1","reviewed","NDUFA2","O43678-2",""
"Q3BBV2-1","reviewed","NBPF8","Q3BBV2-1",""
"Q9H4A9-1","reviewed","DPEP2","Q9H4A9-3","I3L4H3-1"
"Q9H4A9-1","reviewed","DPEP2","Q9H4A9-1","J3KSU4-1"
"Q9H4A9-1","reviewed","DPEP2","Q9H4A9-2","I3L348-1"
"Q9H4A9-1","reviewed","DPEP2","","J3QLL2-1"
"Q9H4A6-1","reviewed","GOLPH3","Q9H4A6-1","D6REM1-1"
"Q9H4A5-1","reviewed","GOLPH3L","Q9H4A5-2","Q5T5I6-1"
"Q9H4A5-1","reviewed","GOLPH3L","Q9H4A5-1",""
"Q9H4A4-1","reviewed","RNPEP","Q9H4A4-1","A6NKB8-1"
"Q9H4A4-1","reviewed","RNPEP","","H7C2T3-1"
"Q9H4A4-1","reviewed","RNPEP","","A0A087WU27-1"
"Q9H4A4-1","reviewed","RNPEP","","A0A087WUS4-1"
"Q9H4A4-1","reviewed","RNPEP","","C9JMZ3-1"
"P32121-1","reviewed","ARRB2","P32121-1","Q68DZ5-1"
"P32121-1","reviewed","ARRB2","P32121-2","I3L412-1"
"P32121-1","reviewed","ARRB2","P32121-3","K7ENA6-1"
"P32121-1","reviewed","ARRB2","P32121-4","I3L0V6-1"
"P32121-1","reviewed","ARRB2","P32121-5","K7EL17-1"
"P32121-1","reviewed","ARRB2","","I3L1M6-1"
"Q8IZP7-1","reviewed","HS6ST3","Q8IZP7-1","A0A087X0G1-1"
"P85298-1","reviewed","ARHGAP8","P85298-4","F8WCV8-1"
"P85298-1","reviewed","ARHGAP8","P85298-1","B1AHC2-1"
"P85298-1","reviewed","ARHGAP8","P85298-2","B1AHF8-1"
"P85298-1","reviewed","ARHGAP8","P85298-3","F8W6F4-1"
"P85298-1","reviewed","ARHGAP8","P85298-5",""
"P85299-1","reviewed","PRR5","P85299-2","G3V0G2-1"
"P85299-1","reviewed","PRR5","P85299-3","E9PH80-1"
"P85299-1","reviewed","PRR5","P85299-4","B1AHG3-1"
"P85299-1","reviewed","PRR5","P85299-5","F8WEZ7-1"
"P85299-1","reviewed","PRR5","P85299-1","B1AHG4-1"
"Q9BWD1-1","reviewed","ACAT2","Q9BWD1-1",""
"Q9BWD1-1","reviewed","ACAT2","Q9BWD1-2",""
"A0A0M3HER8-1","unreviewed","GOLGA6L10","","A0A0G2JNH6-1"
"A0A0M3HER8-1","unreviewed","GOLGA6L10","","A0A0M3HER8-1"
"Q9BWD3-1","reviewed","RTL8A","Q9BWD3-1",""
"P21860-1","reviewed","ERBB3","P21860-2","F8VRL0-1"
"P21860-1","reviewed","ERBB3","P21860-3","F8VW48-1"
"P21860-1","reviewed","ERBB3","P21860-4","F8VX90-1"
"P21860-1","reviewed","ERBB3","P21860-5","F8VYK4-1"
"P21860-1","reviewed","ERBB3","P21860-1","F8VRI5-1"
"P21860-1","reviewed","ERBB3","","F8VW56-1"
"P21860-1","reviewed","ERBB3","","B3KWG5-1"
"P21860-1","reviewed","ERBB3","","B4DGQ7-1"
"P21860-1","reviewed","ERBB3","","O75812-1"
"P21860-1","reviewed","ERBB3","","A0A2R8Y6T4-1"
"Q05209-1","reviewed","PTPN12","Q05209-1","H0YB59-1"
"Q05209-1","reviewed","PTPN12","Q05209-2","C9J1X8-1"
"Q05209-1","reviewed","PTPN12","Q05209-3","C9JYA4-1"
"Q05209-1","reviewed","PTPN12","","H3BM04-1"
"Q05209-1","reviewed","PTPN12","","H0YC15-1"
"Q05209-1","reviewed","PTPN12","","F8WB51-1"
"Q05209-1","reviewed","PTPN12","","C9JJC1-1"
"A0A075B6X8-1","unreviewed","TRAJ44","","A0A075B6X8-1"
"Q9NWF9-2","reviewed","RNF216","Q9NWF9-1",""
"Q9NWF9-2","reviewed","RNF216","Q9NWF9-3",""
"Q9NWF9-2","reviewed","RNF216","Q9NWF9-2",""
"Q9NWF4-1","reviewed","SLC52A1","Q9NWF4-1","F5H5Y1-1"
"Q9NWF4-1","reviewed","SLC52A1","Q9NWF4-2",""
"Q5VU43-1","reviewed","PDE4DIP","Q5VU43-11","A0A087WVQ4-1"
"Q5VU43-1","reviewed","PDE4DIP","Q5VU43-1","H0YCH7-1"
"Q5VU43-1","reviewed","PDE4DIP","Q5VU43-10","H0YCY0-1"
"Q5VU43-1","reviewed","PDE4DIP","Q5VU43-12","E9PJK3-1"
"Q5VU43-1","reviewed","PDE4DIP","Q5VU43-2","A0A087WWI2-1"
"Q5VU43-1","reviewed","PDE4DIP","Q5VU43-3","A0A087X229-1"
"Q5VU43-1","reviewed","PDE4DIP","Q5VU43-4","H0YEW6-1"
"Q5VU43-1","reviewed","PDE4DIP","Q5VU43-6","A0A087WWK4-1"
"Q5VU43-1","reviewed","PDE4DIP","Q5VU43-7","A0A0A0MRM1-1"
"Q5VU43-1","reviewed","PDE4DIP","Q5VU43-8","A0A075B749-1"
"Q5VU43-1","reviewed","PDE4DIP","Q5VU43-9","A0A087WWY1-1"
"Q5VU43-1","reviewed","PDE4DIP","Q5VU43-13","A0A087WVF8-1"
"Q5VU43-1","reviewed","PDE4DIP","","E9PQG4-1"
"Q5VU43-1","reviewed","PDE4DIP","","A0A087WYE4-1"
"Q5VU43-1","reviewed","PDE4DIP","","A0A087X041-1"
"Q5VU43-1","reviewed","PDE4DIP","","A0A087WX83-1"
"Q5VU43-1","reviewed","PDE4DIP","","E9PNE0-1"
"Q5VU43-1","reviewed","PDE4DIP","","E9PJU0-1"
"Q5VU43-1","reviewed","PDE4DIP","","E9PS60-1"
"Q5VU43-1","reviewed","PDE4DIP","","A0A087X0I1-1"
"P33981-1","reviewed","TTK","P33981-1","D6RFY1-1"
"P33981-1","reviewed","TTK","P33981-2","D6REX1-1"
"P33981-1","reviewed","TTK","","D6RIC6-1"
"P33981-1","reviewed","TTK","","D6RF82-1"
"Q6ZN44-1","reviewed","UNC5A","Q6ZN44-1","H0Y8R2-1"
"Q6ZN44-1","reviewed","UNC5A","Q6ZN44-2","H0Y9G2-1"
"Q6ZN44-1","reviewed","UNC5A","Q6ZN44-3",""
"Q8NG50-1","reviewed","RDM1","Q8NG50-1","B4DZ74-1"
"Q8NG50-1","reviewed","RDM1","Q8NG50-10",""
"Q8NG50-1","reviewed","RDM1","Q8NG50-11",""
"Q8NG50-1","reviewed","RDM1","Q8NG50-12",""
"Q8NG50-1","reviewed","RDM1","Q8NG50-2",""
"Q8NG50-1","reviewed","RDM1","Q8NG50-3",""
"Q8NG50-1","reviewed","RDM1","Q8NG50-4",""
"Q8NG50-1","reviewed","RDM1","Q8NG50-5",""
"Q8NG50-1","reviewed","RDM1","Q8NG50-6",""
"Q8NG50-1","reviewed","RDM1","Q8NG50-7",""
"Q8NG50-1","reviewed","RDM1","Q8NG50-8",""
"Q8NG50-1","reviewed","RDM1","Q8NG50-9",""
"Q9BYQ4-1","reviewed","KRTAP9-2","Q9BYQ4-1","A0A140TA58-1"
"Q9BYQ5-1","reviewed","KRTAP4-6","Q9BYQ5-1",""
"Q9BYQ6-1","reviewed","KRTAP4-11","Q9BYQ6-1",""
"Q9BYQ7-1","reviewed","KRTAP4-1","Q9BYQ7-1","A0A087WY89-1"
"Q9BYQ0-1","reviewed","KRTAP9-8","Q9BYQ0-1",""
"Q9BYQ2-1","reviewed","KRTAP9-4","Q9BYQ2-1",""
"Q9BYQ3-1","reviewed","KRTAP9-3","Q9BYQ3-1",""
"Q9BYQ9-1","reviewed","KRTAP4-8","Q9BYQ9-1","H7BXR9-1"
"Q96M32-1","reviewed","AK7","Q96M32-1","G3V365-1"
"Q96M32-1","reviewed","AK7","","H0YIY5-1"
"Q86Y01-1","reviewed","DTX1","Q86Y01-1",""
"Q96M34-1","reviewed","TEX55","Q96M34-1","H7C5E0-1"
"Q96M34-1","reviewed","TEX55","","S4R404-1"
"Q96M34-1","reviewed","TEX55","","H7C564-1"
"Q96M34-1","reviewed","TEX55","","H7C4V1-1"
"Q07326-1","reviewed","PIGF","Q07326-2","H7C392-1"
"Q07326-1","reviewed","PIGF","Q07326-1","F8WEN5-1"
"Q07326-1","reviewed","PIGF","","E5RIN5-1"
"Q7Z398-1","reviewed","ZNF550","Q7Z398-2","M0R337-1"
"Q7Z398-1","reviewed","ZNF550","Q7Z398-1","M0QWZ8-1"
"Q7Z398-1","reviewed","ZNF550","","A0A0C4DGB4-1"
"Q8NA47-1","reviewed","CCDC63","Q8NA47-1","G3V217-1"
"Q8NA47-1","reviewed","CCDC63","Q8NA47-2",""
"Q8NA42-1","reviewed","ZNF383","Q8NA42-1","K7ELW4-1"
"Q8NA42-1","reviewed","ZNF383","","K7EJN0-1"
"Q7Z392-1","reviewed","TRAPPC11","Q7Z392-2","D6R9T9-1"
"Q7Z392-1","reviewed","TRAPPC11","Q7Z392-3","D6RHE5-1"
"Q7Z392-1","reviewed","TRAPPC11","Q7Z392-4",""
"Q7Z392-1","reviewed","TRAPPC11","Q7Z392-1",""
"Q9NQT6-1","reviewed","FSCN3","Q9NQT6-1","F8WDZ8-1"
"Q9NQT6-1","reviewed","FSCN3","Q9NQT6-2","R4GN86-1"
"Q9NQT5-1","reviewed","EXOSC3","Q9NQT5-1",""
"Q9NQT5-1","reviewed","EXOSC3","Q9NQT5-2",""
"Q9NQT4-1","reviewed","EXOSC5","Q9NQT4-1","M0R289-1"
"Q9NQT4-1","reviewed","EXOSC5","","M0R050-1"
"Q9NQT4-1","reviewed","EXOSC5","","M0R102-1"
"Q7LFL8-1","reviewed","CXXC5","Q7LFL8-1","D6R966-1"
"Q7LFL8-1","reviewed","CXXC5","Q7LFL8-2","D6RBE0-1"
"Q7LFL8-1","reviewed","CXXC5","","D6RCN9-1"
"Q7LFL8-1","reviewed","CXXC5","","D6RJC1-1"
"Q7LFL8-1","reviewed","CXXC5","","D6RIR8-1"
"Q7LFL8-1","reviewed","CXXC5","","A0A1D5RMR5-1"
"Q7LFL8-1","reviewed","CXXC5","","E7EVI8-1"
"Q7LFL8-1","reviewed","CXXC5","","D6R9V1-1"
"Q7LFL8-1","reviewed","CXXC5","","D6RDY2-1"
"Q7LFL8-1","reviewed","CXXC5","","D6RHC6-1"
"Q7LFL8-1","reviewed","CXXC5","","E7EV55-1"
"Q7LFL8-1","reviewed","CXXC5","","D6RHG9-1"
"Q96J88-1","reviewed","EPSTI1","Q96J88-2","F5H4H1-1"
"Q96J88-1","reviewed","EPSTI1","Q96J88-3","F5H799-1"
"Q96J88-1","reviewed","EPSTI1","Q96J88-1",""
"Q96J84-1","reviewed","KIRREL1","Q96J84-1","B4DN67-1"
"Q96J84-1","reviewed","KIRREL1","Q96J84-2","Q5W0F9-1"
"Q96J84-1","reviewed","KIRREL1","Q96J84-3","Q5W0G0-1"
"Q96J86-1","reviewed","CYYR1","Q96J86-1",""
"Q96J86-1","reviewed","CYYR1","Q96J86-2",""
"Q96J86-1","reviewed","CYYR1","Q96J86-3",""
"Q96J86-1","reviewed","CYYR1","Q96J86-4",""
"Q96J86-1","reviewed","CYYR1","Q96J86-5",""
"Q96J86-1","reviewed","CYYR1","Q96J86-6",""
"Q9BZQ6-1","reviewed","EDEM3","Q9BZQ6-1","H0Y498-1"
"Q9BZQ6-1","reviewed","EDEM3","Q9BZQ6-2",""
"Q9BZQ4-1","reviewed","NMNAT2","Q9BZQ4-1",""
"Q9BZQ4-1","reviewed","NMNAT2","Q9BZQ4-2",""
"Q9BZQ2-3","reviewed","SHCBP1L","Q9BZQ2-2",""
"Q9BZQ2-3","reviewed","SHCBP1L","Q9BZQ2-3",""
"Q9BZQ2-3","reviewed","SHCBP1L","Q9BZQ2-4",""
"Q9BZQ8-1","reviewed","FAM129A","Q9BZQ8-1","H0Y7M9-1"
"Q08AG7-1","reviewed","MZT1","Q08AG7-1",""
"Q400G9-1","reviewed","AMZ1","Q400G9-1",""
"Q400G9-1","reviewed","AMZ1","Q400G9-2",""
"P52738-1","reviewed","ZNF140","P52738-1","F5H4I1-1"
"P52738-1","reviewed","ZNF140","P52738-2","I3L0D9-1"
"P52738-1","reviewed","ZNF140","","F5H3Z2-1"
"P52738-1","reviewed","ZNF140","","F5H644-1"
"P52738-1","reviewed","ZNF140","","F5GX08-1"
"P52738-1","reviewed","ZNF140","","I3L0I7-1"
"P52738-1","reviewed","ZNF140","","F8WAF8-1"
"A0A1W2PP80-1","unreviewed","SCO2","","A0A1W2PP80-1"
"Q53ET0-1","reviewed","CRTC2","Q53ET0-1","Q5T4K5-1"
"Q53ET0-1","reviewed","CRTC2","","H0YDQ8-1"
"Q53ET0-1","reviewed","CRTC2","","J3KNE6-1"
"Q9NRZ7-1","reviewed","AGPAT3","Q9NRZ7-2","C9JQX8-1"
"Q9NRZ7-1","reviewed","AGPAT3","Q9NRZ7-3","C9J184-1"
"Q9NRZ7-1","reviewed","AGPAT3","Q9NRZ7-1","C9JK35-1"
"Q9NRZ7-1","reviewed","AGPAT3","","C9JL26-1"
"Q9NRZ5-1","reviewed","AGPAT4","Q9NRZ5-2","H0Y5R3-1"
"Q9NRZ5-1","reviewed","AGPAT4","Q9NRZ5-1","Q6AI25-1"
"Q9NRZ5-1","reviewed","AGPAT4","","Q5TEE8-1"
"Q9NRZ5-1","reviewed","AGPAT4","","G3XAF1-1"
"Q9NRZ9-1","reviewed","HELLS","Q9NRZ9-1","F6XU50-1"
"Q9NRZ9-1","reviewed","HELLS","Q9NRZ9-2","B1ALG6-1"
"Q9NRZ9-1","reviewed","HELLS","Q9NRZ9-3","Q76H82-1"
"Q9NRZ9-1","reviewed","HELLS","Q9NRZ9-4","A0A0B4J1V9-1"
"Q9NRZ9-1","reviewed","HELLS","Q9NRZ9-5","Q9NW36-1"
"Q9NRZ9-1","reviewed","HELLS","Q9NRZ9-6","A0A087WSW7-1"
"Q9NRZ9-1","reviewed","HELLS","Q9NRZ9-7",""
"Q9NRZ9-1","reviewed","HELLS","Q9NRZ9-8",""
"Q9NRZ9-1","reviewed","HELLS","Q9NRZ9-9",""
"O76021-1","reviewed","RSL1D1","O76021-2","I3L3C4-1"
"O76021-1","reviewed","RSL1D1","O76021-1","I3L2F2-1"
"O76021-1","reviewed","RSL1D1","","I3L3U9-1"
"O76021-1","reviewed","RSL1D1","","I3L4T8-1"
"O76021-1","reviewed","RSL1D1","","I3L1A3-1"
"O76021-1","reviewed","RSL1D1","","I3L234-1"
"O76021-1","reviewed","RSL1D1","","J3KPU7-1"
"O76021-1","reviewed","RSL1D1","","J3QSV6-1"
"O76021-1","reviewed","RSL1D1","","I3L1Y4-1"
"O76024-1","reviewed","WFS1","O76024-1","H0Y9G5-1"
"O76027-1","reviewed","ANXA9","O76027-1",""
"Q96T60-1","reviewed","PNKP","Q96T60-1","A0A1B0GW61-1"
"Q96T60-1","reviewed","PNKP","Q96T60-2","M0R3C8-1"
"Q96T60-1","reviewed","PNKP","","A0A0D9SEV0-1"
"Q96T60-1","reviewed","PNKP","","A0A0D9SFL2-1"
"Q96T60-1","reviewed","PNKP","","A0A0D9SFU1-1"
"Q96T60-1","reviewed","PNKP","","A0A1W2PP58-1"
"Q96T60-1","reviewed","PNKP","","M0QX49-1"
"Q96T60-1","reviewed","PNKP","","A0A1B0GW17-1"
"Q96T60-1","reviewed","PNKP","","A0A0D9SFD6-1"
"Q96T60-1","reviewed","PNKP","","A0A1B0GU66-1"
"Q96T60-1","reviewed","PNKP","","M0R000-1"
"Q96T60-1","reviewed","PNKP","","M0R097-1"
"Q96T60-1","reviewed","PNKP","","A0A1B0GVJ3-1"
"Q96T60-1","reviewed","PNKP","","M0QYI1-1"
"Q96T60-1","reviewed","PNKP","","M0QYH2-1"
"P01703-1","reviewed","IGLV1-40","P01703-1",""
"P01700-1","reviewed","IGLV1-47","P01700-1",""
"P01701-1","reviewed","IGLV1-51","P01701-1",""
"P01706-1","reviewed","IGLV2-11","P01706-1",""
"Q658K8-1","reviewed","EEF1DP3","Q658K8-1",""
"Q96T66-1","reviewed","NMNAT3","Q96T66-2","D6RHV4-1"
"Q96T66-1","reviewed","NMNAT3","Q96T66-3","D6RGG8-1"
"Q96T66-1","reviewed","NMNAT3","Q96T66-1","D6RGH7-1"
"Q96T66-1","reviewed","NMNAT3","","A0A2R8Y594-1"
"Q96T66-1","reviewed","NMNAT3","","A0A2R8YE08-1"
"Q96T66-1","reviewed","NMNAT3","","A0A2R8YEU0-1"
"Q96T66-1","reviewed","NMNAT3","","A0A2R8YFG2-1"
"Q96T66-1","reviewed","NMNAT3","","A0A2R8YGL3-1"
"Q96T66-1","reviewed","NMNAT3","","D6R975-1"
"Q96T66-1","reviewed","NMNAT3","","D6REC8-1"
"P01705-1","reviewed","IGLV2-23","P01705-1",""
"Q96T68-1","reviewed","SETDB2","Q96T68-1","X6R383-1"
"Q96T68-1","reviewed","SETDB2","Q96T68-2","A0A087WYZ9-1"
"Q96T68-1","reviewed","SETDB2","Q96T68-3",""
"P06028-1","reviewed","GYPB","P06028-2","A0A1W2PQZ9-1"
"P06028-1","reviewed","GYPB","P06028-1","D6RAD9-1"
"P06028-1","reviewed","GYPB","","E7ERJ5-1"
"P06028-1","reviewed","GYPB","","D6RBP2-1"
"P06028-1","reviewed","GYPB","","D6RA87-1"
"Q0VDI3-1","reviewed","TMEM267","Q0VDI3-1","D6RAV6-1"
"Q0VDI3-1","reviewed","TMEM267","","E9PBX6-1"
"A0A0K0K1G8-1","reviewed","TRBV10-2","A0A0K0K1G8-1",""
"P08621-1","reviewed","SNRNP70","P08621-2","M0QYR1-1"
"P08621-1","reviewed","SNRNP70","P08621-3","M0QX04-1"
"P08621-1","reviewed","SNRNP70","P08621-4",""
"P08621-1","reviewed","SNRNP70","P08621-1",""
"A6NDG6-1","reviewed","PGP","A6NDG6-1","H3BV17-1"
"P01031-1","reviewed","C5","P01031-1",""
"C4AMC7-1","reviewed","WASH3P","C4AMC7-1",""
"A0A5B7-1","reviewed","TRBV29-1","A0A5B7-1",""
"P01033-1","reviewed","TIMP1","P01033-1","Q5H9B4-1"
"P01033-1","reviewed","TIMP1","","H0Y789-1"
"P01033-1","reviewed","TIMP1","","Q5H9B5-1"
"P01033-1","reviewed","TIMP1","","Q5H9A7-1"
"Q17RN3-1","reviewed","FAM98C","Q17RN3-1","K7ES49-1"
"Q17RN3-1","reviewed","FAM98C","Q17RN3-2","K7EQL1-1"
"Q17RN3-1","reviewed","FAM98C","","K7EQT7-1"
"P06280-1","reviewed","GLA","P06280-1","V9GYN5-1"
"P06280-1","reviewed","GLA","","A0A3B3IRU3-1"
"P06280-1","reviewed","GLA","","A0A3B3IUC4-1"
"P01037-1","reviewed","CST1","P01037-1",""
"Q8TB03-1","reviewed","CXorf38","Q8TB03-1",""
"Q8TB03-1","reviewed","CXorf38","Q8TB03-2",""
"Q8TB03-1","reviewed","CXorf38","Q8TB03-3",""
"Q99640-1","reviewed","PKMYT1","Q99640-1","A6NHV6-1"
"Q99640-1","reviewed","PKMYT1","Q99640-2","I3L136-1"
"Q99640-1","reviewed","PKMYT1","Q99640-3","I3L2S4-1"
"Q99640-1","reviewed","PKMYT1","Q99640-4","I3L4Y0-1"
"Q99640-1","reviewed","PKMYT1","","B4DZM6-1"
"Q99640-1","reviewed","PKMYT1","","I3L1H7-1"
"Q99640-1","reviewed","PKMYT1","","I3L3P0-1"
"Q99640-1","reviewed","PKMYT1","","I3L4K3-1"
"Q99643-1","reviewed","SDHC","Q99643-1","A0A087WZU7-1"
"Q99643-1","reviewed","SDHC","Q99643-2","D6RBX6-1"
"Q99643-1","reviewed","SDHC","Q99643-3",""
"Q99643-1","reviewed","SDHC","Q99643-4",""
"Q99643-1","reviewed","SDHC","Q99643-5",""
"Q99645-1","reviewed","EPYC","Q99645-1","F8VSI4-1"
"Q7Z6I8-1","reviewed","C5orf24","Q7Z6I8-1","A0A1Y8EJU8-1"
"Q7Z6I8-1","reviewed","C5orf24","Q7Z6I8-2","H0YAE0-1"
"F5GYI3-1","reviewed","UBAP1L","F5GYI3-1","H0YKG2-1"
"Q13469-1","reviewed","NFATC2","Q13469-2",""
"Q13469-1","reviewed","NFATC2","Q13469-1",""
"Q13469-1","reviewed","NFATC2","Q13469-3",""
"Q13469-1","reviewed","NFATC2","Q13469-4",""
"Q13469-1","reviewed","NFATC2","Q13469-5",""
"Q8IUE0-1","reviewed","TGIF2LY","Q8IUE0-1",""
"Q8IUE1-1","reviewed","TGIF2LX","Q8IUE1-1",""
"P18074-1","reviewed","ERCC2","P18074-1","K7EKF3-1"
"P18074-1","reviewed","ERCC2","P18074-2","B4E0F6-1"
"P18074-1","reviewed","ERCC2","","K7EIT8-1"
"P18074-1","reviewed","ERCC2","","A8MX75-1"
"P18074-1","reviewed","ERCC2","","K7ENL1-1"
"P18074-1","reviewed","ERCC2","","E7EVE9-1"
"P18075-1","reviewed","BMP7","P18075-1","B1AL00-1"
"P18075-1","reviewed","BMP7","","H0Y4B5-1"
"P18075-1","reviewed","BMP7","","B1AKZ9-1"
"P24001-1","reviewed","IL32","P24001-2","C6GKH1-1"
"P24001-1","reviewed","IL32","P24001-3","E9PIV2-1"
"P24001-1","reviewed","IL32","P24001-4","F8W1V1-1"
"P24001-1","reviewed","IL32","P24001-5","F8VSD2-1"
"P24001-1","reviewed","IL32","P24001-6","F8VVN4-1"
"P24001-1","reviewed","IL32","P24001-7","E9PK07-1"
"P24001-1","reviewed","IL32","P24001-1",""
"Q86VW0-1","reviewed","SESTD1","Q86VW0-1","C9J4X8-1"
"Q86VW0-1","reviewed","SESTD1","","H7BZR8-1"
"Q86VW0-1","reviewed","SESTD1","","H0Y774-1"
"Q86VW0-1","reviewed","SESTD1","","C9JHW6-1"
"Q86VW0-1","reviewed","SESTD1","","F8WFB2-1"
"Q86VW0-1","reviewed","SESTD1","","H7BXT9-1"
"Q7Z6I5-1","reviewed","SPATA12","Q7Z6I5-1",""
"Q05215-1","reviewed","EGR4","Q05215-1","A0A0C4DG96-1"
"A6NM76-1","reviewed","OR6C76","A6NM76-1",""
"A8K0S8-1","reviewed","MEIS3P2","A8K0S8-1",""
"Q9BS31-1","reviewed","ZNF649","Q9BS31-1","M0QYA0-1"
"Q9BS31-1","reviewed","ZNF649","","M0R098-1"
"Q9BS31-1","reviewed","ZNF649","","M0QX90-1"
"Q9BS31-1","reviewed","ZNF649","","M0R1B1-1"
"Q9Y3Y4-1","reviewed","PYGO1","Q9Y3Y4-1",""
"Q9Y3Y4-1","reviewed","PYGO1","Q9Y3Y4-2",""
"Q9Y3Y2-1","reviewed","CHTOP","Q9Y3Y2-1","A0A087X1B7-1"
"Q9Y3Y2-1","reviewed","CHTOP","Q9Y3Y2-3","X6R700-1"
"Q9Y3Y2-1","reviewed","CHTOP","Q9Y3Y2-4","Q5T7Y7-1"
"P17181-1","reviewed","IFNAR1","P17181-1","C9J114-1"
"P17181-1","reviewed","IFNAR1","P17181-2","A0A494BZU5-1"
"P17181-1","reviewed","IFNAR1","P17181-3","A0A494C0E2-1"
"P17181-1","reviewed","IFNAR1","P17181-4","A0A494C0K3-1"
"P17181-1","reviewed","IFNAR1","","A0A494C0P2-1"
"P15169-1","reviewed","CPN1","P15169-1","B1AP58-1"
"P04626-1","reviewed","ERBB2","P04626-1","J3QLU9-1"
"P04626-1","reviewed","ERBB2","P04626-2","J3KRI9-1"
"P04626-1","reviewed","ERBB2","P04626-3","J3QL83-1"
"P04626-1","reviewed","ERBB2","P04626-4","J3QRX1-1"
"P04626-1","reviewed","ERBB2","P04626-5","F5H1T4-1"
"P04626-1","reviewed","ERBB2","P04626-6","J3KTI5-1"
"P04626-1","reviewed","ERBB2","","B4DTR1-1"
"P04626-1","reviewed","ERBB2","","J3QRJ7-1"
"P04626-1","reviewed","ERBB2","","J3QLV2-1"
"Q9UGP5-1","reviewed","POLL","Q9UGP5-1","Q5JQP3-1"
"Q9UGP5-1","reviewed","POLL","Q9UGP5-2","Q5JQP1-1"
"Q9UGP5-1","reviewed","POLL","","Q5JQN9-1"
"Q9UGP5-1","reviewed","POLL","","Q9HBN3-1"
"Q9UGP5-1","reviewed","POLL","","Q5JQP8-1"
"Q9UGP5-1","reviewed","POLL","","Q5JQP4-1"
"Q9UGP5-1","reviewed","POLL","","Q5JQP7-1"
"Q9UGP5-1","reviewed","POLL","","Q5JQP2-1"
"Q9UGP5-1","reviewed","POLL","","Q5JQP0-1"
"Q9UGP8-1","reviewed","SEC63","Q9UGP8-1","A6PVC9-1"
"Q9UGP8-1","reviewed","SEC63","","F8WB27-1"
"P04628-1","reviewed","WNT1","P04628-1","A0A087WXR9-1"
"P04629-1","reviewed","NTRK1","P04629-1","J3KP20-1"
"P04629-1","reviewed","NTRK1","P04629-2","E9PQG0-1"
"P04629-1","reviewed","NTRK1","P04629-3",""
"P04629-1","reviewed","NTRK1","P04629-4",""
"Q8WUT4-1","reviewed","LRRN4","Q8WUT4-1",""
"Q17RS7-1","reviewed","GEN1","Q17RS7-1","E9PLG0-1"
"Q17RS7-1","reviewed","GEN1","","A0A087WXY3-1"
"Q17RS7-1","reviewed","GEN1","","E9PM30-1"
"Q6UWB4-1","reviewed","PRSS55","Q6UWB4-1","H0YBF5-1"
"Q6UWB4-1","reviewed","PRSS55","Q6UWB4-2",""
"Q8WUT9-1","reviewed","SLC25A43","Q8WUT9-1",""
